Work Number;Artists;Title;Date;Date (Acquisition);Credit Line;Prize in £ (Original Prize); Prize normed ; Gender ;
P82275;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82276;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82277;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82278;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82279;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82280;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82281;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82282;OTSUJI, Kiyoji 1923-2001;Shiraga Kazuo demonstrating his signature painting style, 2nd Gutai Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82283;OTSUJI, Kiyoji 1923-2001;Shimamoto Shozo making a painting by hurling glass bottles of paint against a canvas, 2nd Gutai Art Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82284;OTSUJI, Kiyoji 1923-2001;Shimamoto Shozo making a painting by hurling glass bottles of paint against a canvas, 2nd Gutai Art Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82285;OTSUJI, Kiyoji 1923-2001;Shimamoto Shozo making a painting by hurling glass bottles of paint against a canvas, 2nd Gutai Art Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82286;OTSUJI, Kiyoji 1923-2001;Shimamoto Shozo making a painting by hurling glass bottles of paint against a canvas, 2nd Gutai Art Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
P82287;OTSUJI, Kiyoji 1923-2001;Shimamoto Shozo making a painting by hurling glass bottles of paint against a canvas, 2nd Gutai Art Exhibition;1956, printed 2012;2018-2019;purchased;""""; -     ; (Male) ;
